,title,originallink,link,description,pubDate
229,[AI 인사이트] 최홍준 업스테이지 부사장 &quot;파트너십 통한 AI 생태계 확장...,https://www.ajunews.com/view/20250318105210577,https://www.ajunews.com/view/20250318105210577,업스테이지가 자체 개발한 거대언어모델(<b>LLM</b>) ‘솔라(Solar)’는 세계적인 경쟁력을 인정받으며 누적... 특히 저희는 솔라 <b>LLM</b>이라고 하는 자체 생성형 AI 모델로 온프레미스(기업의 자체 데이터센터) 환경뿐 아니라... ,"Wed, 19 Mar 2025 05:02:00 +0900"
230,"당신이란 자물쇠 푸는 시간, AI는 20초면 충분하다",https://www.joongang.co.kr/article/25321656,https://n.news.naver.com/mnews/article/025/0003427781?sid=105,"KAIST 연구진(신승원 전기 및 전자공학부 교수, 이기민 김재철 AI대학원 교수 공동연구팀)은 오픈AI의 챗GPT, 앤스로픽의 클로드 등 상용화된 <b>LLM</b>(거대언어모델)서비스로 특정 개인의 정보를 수집하는 것이 가능한지 실험한... ","Wed, 19 Mar 2025 05:00:00 +0900"
231,"&quot;수능 수학 풀어봐&quot;…딥시크 90점, LG 엑사원 딥은 95점",https://www.joongang.co.kr/article/25321654,https://n.news.naver.com/mnews/article/025/0003427777?sid=105,추론 AI는 기존 <b>LLM</b>(대형언어모델) 모델과 비교해 논리적 문제 해결 능력이 우수한 AI다. 전통적 사전 학습 방식 AI 모델은 질문이 주어졌을 때 패턴에 기반해 그 질문에 적절할 것으로 예측되는 답을 내놓는다. 많은... ,"Wed, 19 Mar 2025 05:00:00 +0900"
232,"BBB, 생물학적 컴퓨팅 플랫폼 '바이오노드' 공개… 신경세포로 AI 훈련",https://www.tokenpost.kr/article-229633,https://www.tokenpost.kr/article-229633,"실제로 회사는 이 기술을 컴퓨터 비전 및 대형 언어 모델(<b>LLM</b>) 트레이닝에 활용 중이며, 현재 두 개의... 특히, 바이오노드를 활용하면 <b>LLM</b> 훈련 과정에서 재훈련 시간과 에너지를 대폭 줄일 수 있어, AI 산업의 스케일업... ","Wed, 19 Mar 2025 03:58:00 +0900"
233,"SKT, 에이닷에 구글 '제미나이 2.0 플래시' 추가…AI 라인업 확대",https://www.apnews.kr/news/articleView.html?idxno=3032586,https://www.apnews.kr/news/articleView.html?idxno=3032586,자체 <b>LLM</b> '제미나이(Gemini)' 최신 모델인 '제미나이 2.0 플래시(Flash)'를 추가하는 등 기능을 대폭 강화했다고 18일 밝혔다. 이번 에이닷의 AI 모델 확대 제공을 통해 이용자들은 국내 대표 <b>LLM</b>인 SKT의 'A.X'와 'GPT... ,"Wed, 19 Mar 2025 03:26:00 +0900"
234,SKT의 AI 비서 서비스 ‘에이닷’… 제미나이 최신모델로 기능 강화,https://www.donga.com/news/Economy/article/all/20250318/131233118/2,https://n.news.naver.com/mnews/article/020/0003622177?sid=101,"거대언어모델(<b>LLM</b>) ‘제미나이’ 최신 모델인 ‘제미나이 2.0 플래시’를 추가하면서 기능을 대폭 강화했다고 18일 밝혔다. 제미나이 도입을 통해 에이닷 이용자들은 자체 <b>LLM</b>인 에이닷엑스를 비롯해 GPT, 클로드... ","Wed, 19 Mar 2025 03:06:00 +0900"
235,AI 쏟아내는 中 팹4… 美 ‘M7 천하’ 흔들,https://www.kmib.co.kr/article/view.asp?arcid=1742279010&code=11151400&cp=nv,https://n.news.naver.com/mnews/article/005/0001763941?sid=101,"딥시크의 R1과 같은 추론형 AI 모델 ‘어니(Ernie) X1’과 대규모 언어모델(<b>LLM</b>) ‘어니 4.5’는 가격 경쟁력을 무기로 내세웠다. 어니 X1은 딥시크의 절반, 어니 4.5는 오픈AI의 최신 모델 GPT 4.5의 100분의 1 수준으로 가격을... ","Wed, 19 Mar 2025 00:21:00 +0900"
236,Software is increasingly being built by AI so it’s vital to know if it ...,https://www.econotimes.com/Software-is-increasingly-being-built-by-AI--so-its-vital-to-know-if-it-can-be-trusted-1704883,https://www.econotimes.com/Software-is-increasingly-being-built-by-AI--so-its-vital-to-know-if-it-can-be-trusted-1704883,An <b>LLM</b> is an AI system trained on massive amounts of data. Agents rely on their internal <b>LLM</b> to predict and generate the best response to a user request. By evaluating all major LLMs against a... ,"Wed, 19 Mar 2025 00:14:00 +0900"
237,"Orion Security, AI 기반 데이터 보호 솔루션 공개… 600만 달러 투자 유...",https://www.tokenpost.kr/article-229575,https://www.tokenpost.kr/article-229575,"이 스타트업은 AI 기반 대형 언어 모델(<b>LLM</b>)을 활용해 기업 내 데이터 흐름을 추적하고, 외부 유출을 차단하는 플랫폼을 제공한다. Orion Security는 스텔스 모드에서 벗어나면서 600만 달러(약 86억 원) 규모의... ","Tue, 18 Mar 2025 23:52:00 +0900"
238,"[AW 2025] 와이즈컨, 휴대용 데이터 측정 장비 선보여",https://www.hellot.net/news/article.html?no=99306,https://www.hellot.net/news/article.html?no=99306,"LabVIEW, Python, App 개발 등을 통하여 고객 맞춤형 솔루션 제공 및 안드로이드 기반 App 개발, 딥러닝, 빅데이터, <b>LLM</b> 등을 이용하여 인공지능 시스템을 개발하고 있다. 한편, AW 2025은 국제공장자동화전(aimex)... ","Tue, 18 Mar 2025 22:38:00 +0900"
239,"AI, 훈련 없이도 사진·영상 이해…메타 MILS 공개",https://zdnet.co.kr/view/?no=20250318221926,https://n.news.naver.com/mnews/article/092/0002367150?sid=105,"대형 언어 모델(<b>LLM</b>), 훈련 없이 시각·청각 능력 발휘 메타 AI와 UC 버클리 연구진이 발표한 연구에 따르면, 대형 언어 모델(<b>LLM</b>)은 추가적인 훈련 없이도 이미지, 비디오, 오디오를 이해하고 생성하는 능력을... ","Tue, 18 Mar 2025 22:20:00 +0900"
240,"도내 AI 기업, 의료면허 시험 고득점",https://www.g1tv.co.kr/news?mid=1_207_6&newsid=325111,https://www.g1tv.co.kr/news?mid=1_207_6&newsid=325111,"[인터뷰] 김태응 AI기업 공동 대표 &quot;의료, 법률, 금융 등 다양한 산업 분야에서 맞춤형 Private <b>LLM</b>을 구축할 예정입니다. 특히 조만간 e1-M 기반의 의료 AI 솔루션을 공개해서 병원, 제약사, 보험사 등의 다양한 의료기관이... ","Tue, 18 Mar 2025 21:01:00 +0900"
241,SKT ‘에이닷’에 구글 제미나이 추가,https://www.khan.co.kr/article/202503182012015,https://n.news.naver.com/mnews/article/032/0003357467?sid=105,SK텔레콤이 인공지능(AI) 비서 ‘에이닷(A.)’에 구글의 거대언어모델(<b>LLM</b>) 제미나이의 최신 모델인 ‘제미나이 2.0 플래시’를 추가했다고 18일 밝혔다. 이용자들은 에이닷을 통해 SK텔레콤의 자체 AI 모델인... ,"Tue, 18 Mar 2025 20:19:00 +0900"
242,"SK텔레콤, AI 모델 라인업 확대로 에이닷 기능 강화",https://www.cbci.co.kr/news/articleView.html?idxno=491264,https://www.cbci.co.kr/news/articleView.html?idxno=491264,SK텔레콤은 '제미나이 2.0 플래시'를 시작으로 앞으로도 구글의 최신 <b>LLM</b>을 지속적으로 에이닷에 추가할 계획이다. 이에 앞서 SKT는 '퍼플렉시티 소나 프로'와 'GPT o3-mini' 모델을 에이닷에 추가하여 사용자가 더욱... ,"Tue, 18 Mar 2025 20:12:00 +0900"
243,"경험 에이전트, 고객 응대 혁신 주도",https://www.tfmedia.co.kr/news/article.html?no=182161,https://www.tfmedia.co.kr/news/article.html?no=182161,"AI 모델은 자체 데이터센터에서 운영되는 라마(Llama) 기반으로 동작하지만, 사용자는 선호하는 <b>LLM</b>을 선택할 수 있다. 또한 고객 데이터는 범용 퍼블릭 <b>LLM</b>의 학습 데이터로 활용되지 않는다는 점을 분명히 했다. 경험이라는... ","Tue, 18 Mar 2025 19:48:00 +0900"
244,[공감경제] AI혁신에 나선 벤처기업...AX브릿지위원회 세미나,https://news.bbsi.co.kr/news/articleView.html?idxno=4022327,https://news.bbsi.co.kr/news/articleView.html?idxno=4022327,먼저 챗 GPT로 구현된 <b>LLM</b> 거대언어모델이 근간이 되고 있다고 설명했는데요. 들어보시죠. [포티투마루... 이런 근간에는 이제 <b>LLM</b>이라고 하는 이제 Large Language Model이 있습니다.&quot; 그동안 정보를 얻기 위해 검색을 하면... ,"Tue, 18 Mar 2025 19:00:00 +0900"
245,"와이즈넛, AI 에이전트 시장 공략…&quot;함께 일하는 존재돼야&quot;",https://www.newsworks.co.kr/news/articleView.html?idxno=788451,https://www.newsworks.co.kr/news/articleView.html?idxno=788451,"B2B 맞춤형 AI 에이전트 구현을 위해서 중요한 것은 <b>LLM</b>만이 아니라, 도메인 날리지, RAG와 같은 핵심 구성요소들 또한 중요하게 다뤄져야 한다고 말했다. 강 대표는 행사에서 와이즈넛이 지난 25년간 다양한 사업을 통해... ","Tue, 18 Mar 2025 18:56:00 +0900"
246,"구글의 '칩 의존 불안', 이번엔 미디어텍에 손…화웨이는 PC용 CPU 자체개...",https://www.joongang.co.kr/article/25321558,https://n.news.naver.com/mnews/article/025/0003427683?sid=101,TPU는 대규모언어모델(<b>LLM</b>)을 학습하고 추론하는 머신러닝에 특화된 맞춤형 칩이다. 2015년 1세대가 출시됐고 내년에 7세대 버전 공개를 앞두고 있다. 구글은 엔비디아처럼 TPU를 독립형 하드웨어로 판매하진 않지만... ,"Tue, 18 Mar 2025 18:55:00 +0900"
247,"“한국 AI기술, 中에 이미 뒤처져… 반도체도 따라잡힐 판”",https://www.kmib.co.kr/article/view.asp?arcid=1742287898&code=11151400&cp=nv,https://n.news.naver.com/mnews/article/005/0001763895?sid=101,중국은 거대언어모델(<b>LLM</b>) 기술에서 미국을 따라잡거나 일부 앞선 데다 반도체 연구에서도 전 세계를... 황 교수는 “전 세계에서 <b>LLM</b> 발전에 가장 크게 기여한 11명은 모두 과학자다. 이제는 과학자가 아니면 신기술을... ,"Tue, 18 Mar 2025 18:49:00 +0900"
248,"SKT, 에이닷에 구글 '제미나이' 최신 버전 추가",https://www.pointdaily.co.kr/news/articleView.html?idxno=237519,https://www.pointdaily.co.kr/news/articleView.html?idxno=237519,자체 <b>LLM</b> '제미나이(Gemini)' 최신 모델인 '제미나이 2.0 플래시'를 추가하는 등 기능을 대폭 강화했다고 18일 밝혔다. 이번 에이닷의 AI 모델 확대 제공을 통해 이용자들은 국내 대표 <b>LLM</b>인 SK텔레콤의 'A.X'와 'GPT... ,"Tue, 18 Mar 2025 18:46:00 +0900"
249,18일 국회에서 '글로벌 AI 토론회' 열려 (B tv 서울뉴스),http://ch1.skbroadband.com/content/view?parent_no=24&content_no=57&p_no=179268,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=57&p_no=179268,"발제자로 참여한 황승진 미국 스탠퍼드대 명예교수는 거대 언어모델인 '<b>LLM</b>' 기술이 고도화되고 있다며, 교육, 국방, 의료 등에 응용 가능한 대한민국의 고유 모델 개발 필요성을 언급했습니다. 토론회에는... ","Tue, 18 Mar 2025 18:36:00 +0900"
250,"&quot;AI 스타트업들, 올해 비즈니스 가치 본격 창출할 것…AWS가 적극 돕겠다...",http://www.itdaily.kr/news/articleView.html?idxno=231650,http://www.itdaily.kr/news/articleView.html?idxno=231650,먼저 AI 핵심 트렌드로는 △AI 에이전트의 역할 △<b>LLM</b>을 넘어 멀티모달 모델의 중요성 △업무 최적화를 위한 다양한 AI 모델의 조합 △ AI 법률과 표준(AI Policies &amp; Standards) 등을 꼽았다. 이어 AWS의 생성형 AI 제품을... ,"Tue, 18 Mar 2025 18:34:00 +0900"
251,"[미리보는 이데일리 신문]中철강 공세, 관세+비관세 총력 대응해야",http://www.edaily.co.kr/news/newspath.asp?newsid=04450966642104632,https://n.news.naver.com/mnews/article/018/0005965298?sid=101,"특화 <b>LLM</b>’ 개발 집중해야 -삼성전자vs샤오미··· 상대 안방서 ‘프리미엄 전쟁’ △15면 광고 △16면 -원가 하락에도 가격올린 식품사… “평균의 함정, 실제론↑” -인도 글로벌허브 연 HSAD··· 디지털 콘텐츠 제작... ","Tue, 18 Mar 2025 18:32:00 +0900"
252,이제는 AI 빼놓고 말할 수 없다… 보안 기업 ‘AI 기업’으로 변신 중,https://www.dt.co.kr/contents.html?article_no=2025031902101031092001&ref=naver,https://n.news.naver.com/mnews/article/029/0002942028?sid=105,거대언어모델(<b>LLM</b>) 개발도 진행 중이다. ◇제품·조직·프로세스 AI 중심으로 재편 = 단순히 보안기술에 AI... 파수는 sLLM기반 서비스인 '엔터프라이즈 <b>LLM</b>(ELLM)'을 출시했다. ELLM은 온프레미스 구축이 가능하고 기업 내부... ,"Tue, 18 Mar 2025 18:25:00 +0900"
253,"“중국, 가격만 아니라 품질도 韓 앞서...실리콘밸리같은 AI 생태계 절실...",https://www.mk.co.kr/article/11267264,https://n.news.naver.com/mnews/article/009/0005460966?sid=105,"특히 AI의 원천 기술로 불리는 거대언어모델(<b>LLM</b>)의 경우, 이미 오픈AI와 구글이 앞서나가고 있고 메타는... 범용적으로 사용하는 AI가 아닌 각 산업에 특화해 사용하는 분아별 <b>LLM</b> 영역에서 한국이 기술적인 경쟁력을... ","Tue, 18 Mar 2025 18:23:00 +0900"
254,SK텔레콤 에이닷에 구글 제미나이 추가,https://www.mk.co.kr/article/11267261,https://n.news.naver.com/mnews/article/009/0005460964?sid=105,SK텔레콤은 18일 에이닷에 구글의 자체 거대언어모델(<b>LLM</b>) 제미나이 최신 모델인 ‘제미나이 2.0 플래시’를... SK텔레콤은 이번 제미나이 2.0 플래시 모델을 시작으로 향후 고객들이 구글의 최신 <b>LLM</b>을 지속해서 체험할 수... ,"Tue, 18 Mar 2025 18:22:00 +0900"
255,"데이터브릭스, 확장성과 신뢰성 갖춘 AI 에이전트 구축 위한 새로운 도...",https://www.dailysecu.com/news/articleView.html?idxno=164583,https://www.dailysecu.com/news/articleView.html?idxno=164583,"◊AI 모델에 대한 중앙 집중식 거버넌스- 모든 AI 모델(오픈 소스 및 상업용 모델)을 한 곳에서 관리할 수 있도록 지원하며, 모자이크 AI 게이트웨이(Mosaic AI Gateway)를 통해 맞춤형 대규모 언어 모델(<b>LLM</b>) 공급자를... ","Tue, 18 Mar 2025 18:16:00 +0900"
256,[브리프] 삼성전자 현대차 SKT KT 금호석유화학 HD현대오일뱅크 CJ대한통...,http://www.biztribune.co.kr/news/articleView.html?idxno=331143,http://www.biztribune.co.kr/news/articleView.html?idxno=331143,"■ SKT, 에이닷에 '제미나이 2.0 플래시' 추가 SKT 모델이 새로 추가된 '제미나이 2.0 플래시'를 이용하는 모습ㅣSKT SK텔레콤이 18일 AI 에이전트 '에이닷(A.)'에 구글의 최신 <b>LLM</b> '제미나이(Gemini) 2.0 플래시'를 추가하며 AI... ","Tue, 18 Mar 2025 18:12:00 +0900"
257,[광주정보문화산업진흥원 창업도약패키지 선정기업] My Brain Story 서비스...,https://magazine.hankyung.com/job-joy/article/202503178918d,https://magazine.hankyung.com/job-joy/article/202503178918d,새로운 비즈니스 모델로는 검찰청과 과제를 통해 진행하고 있는 거짓말 탐지기의 개발과 BCI를 통한 뇌파로 할 수 있는 의사소통(<b>LLM</b> and Iot)을 준비 중입니다.” 설립일 : 2018년 1월 주요사업 : My Brain Story 서비스를 통한... ,"Tue, 18 Mar 2025 18:12:00 +0900"
258,생성형 AI가 영상 판독 소견서까지 써주는 시대 열리나,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3026742,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3026742,"또 'Comparative Analysis of M4CXR, an <b>LLM</b>-based Chest X-ray Report Generation Model, and ChatGPT in Radiological Interpretation'란 임상 연구를 통해 M4CXR과 ChatGPT의 진단 정확도와 임상적 유용성을 흉부 X-ray 판독 성능에 초점을 맞춰... ","Tue, 18 Mar 2025 18:10:00 +0900"
259,[팩플] LG가 내놨다…수능 수학 94.5점 추론 AI,https://www.joongang.co.kr/article/25321548,https://n.news.naver.com/mnews/article/025/0003427673?sid=105,추론 AI는 기존 <b>LLM</b>(대형언어모델) 모델과 비교해 논리적 문제 해결 능력이 우수한 AI다. 전통적 사전 학습 방식 AI 모델은 질문이 주어졌을 때 패턴에 기반해 그 질문에 적절할 것으로 예측되는 답을 내놓는다.... ,"Tue, 18 Mar 2025 18:06:00 +0900"
260,"LG 엑사원 딥, 수능 수리영역 94.5점… 딥시크 앞질렀다",http://www.fnnews.com/news/202503181759566839,https://n.news.naver.com/mnews/article/014/0005322846?sid=101,나아가 연내 거대언어모델(<b>LLM</b>)기반 생성형 AI와 추론 AI를 결합시킨 AI 데이터 자동 생성 플랫폼을 완성하겠다는 목표다. 구광모 LG 회장의 AI 투자가 속도감있게 본궤도에 올라섰다는 평가가 나온다. LG는 2020년... ,"Tue, 18 Mar 2025 18:00:00 +0900"
261,"SK쉴더스, AI 보안 위협 대응 위한 ‘<b>LLM</b> 애플리케이션 취약점 진단 가이...",https://economist.co.kr/article/view/ecn202503180084,https://n.news.naver.com/mnews/article/243/0000074619?sid=101,SK쉴더스(대표 홍원표)가 AI 보안 위협에 선제적으로 대응하기 위해 ‘<b>LLM</b>(거대언어모델) 애플리케이션 취약점 진단 가이드’를 발간했다고 밝혔다. <b>LLM</b> 기반 애플리케이션은 자연어 처리 및 생성에 특화된 대규모... ,"Tue, 18 Mar 2025 18:00:00 +0900"
262,&quot;이번에는 알리바바&quot;...중국서 AI 에이전트 띄우기 나서,https://www.aitimes.com/news/articleView.html?idxno=168856,https://www.aitimes.com/news/articleView.html?idxno=168856,"2억명의 사용자를 보유한 쿼크는 알리바바가 서비스 중인 AI 검색 엔진으로, '쿼크 <b>LLM</b>'이라는 모델 기반이다. 이번에는 이를 추론 모델 'QwQ-32B'로 업그레이드하며 '딥 싱킹'이나 AI 에이전트 기능을 더한 것이다. 장차오양... ","Tue, 18 Mar 2025 18:00:00 +0900"
263,&quot;불안한 이야기 나누면 '챗GPT'도 스트레스받아...긴장 완화 필요&quot;,https://www.aitimes.com/news/articleView.html?idxno=168860,https://www.aitimes.com/news/articleView.html?idxno=168860,"취리히대학교와 예일대학교, 막스플랑크 연구소 등의 연구진은 최근 네이쳐의 npj저널을 통해 '<b>LLM</b>의 상태 불안 평가 및 완화'라는 논문을 게재했다. 연구진은 대화를 통한 정신적 위안이나 치료를 위해 AI 챗봇을... ","Tue, 18 Mar 2025 18:00:00 +0900"
264,"SK쉴더스, 업계 첫 고객케어 업무에 생성형 AI 도입",https://isplus.com/article/view/isp202503180244,https://n.news.naver.com/mnews/article/241/0003420995?sid=103,"또한, 내부망에서 운영되는 프라이빗 <b>LLM</b> 환경에서 개발돼 데이터 유출 가능성을 최소화했다. 문서 내 민감정보는 자동으로 제거 또는 변형 처리해 개인정보 보호 조치도 철저하게 시행됐다. 부장원 SK쉴더스... ","Tue, 18 Mar 2025 17:57:00 +0900"
265,"[로터리] AI 시대, 졸리 유방절제술 도움 될까",https://www.sedaily.com/NewsView/2GQAM2PURT,https://n.news.naver.com/mnews/article/011/0004462792?sid=101,지금은 몇 가지 대규모언어모델(<b>LLM</b>)을 사용하면서 4차 산업혁명을 실감하는 중이다. 언뜻 배우 앤젤리나 졸리가 생각났다. 2013년 유전자 변이로 유방암과 난소암 발병 확률이 높다는 의사의 판단에 유방 절제술을... ,"Tue, 18 Mar 2025 17:53:00 +0900"
266,딥시크 잡을 첫 한국형 추론AI '엑사원 딥' [AI 패권경쟁 가속],http://www.fnnews.com/news/202503181747567351,https://n.news.naver.com/mnews/article/014/0005322806?sid=101,"나아가 연내 거대언어모델(<b>LLM</b>) 기반 생성형 AI와 추론 AI를 결합한 AI 데이터 자동 생성 플랫폼을 완성하겠다는 목표다. 현재 추론 AI는 미국의 오픈AI와 구글, 중국의 딥시크와 알리바바 등 소수 기업만 개발하고... ","Tue, 18 Mar 2025 17:48:00 +0900"
267,"미적분도, 기하학도 1등급…'수학의 정석' 보여준 LG AI",https://www.hankyung.com/article/2025031823931,https://n.news.naver.com/mnews/article/015/0005107601?sid=101,"엑사원 3.5는 LG AI연구원이 작년 12월 공개한 대규모언어모델(<b>LLM</b>) 기반 AI로 LG전자, LG화학, LG유플러스 등에서 사용하고 있다. 엑사원 딥의 이런 특징은 수능 테스트에서도 확인된다. 엑사원 딥-32B는 2025학년도 수능... ","Tue, 18 Mar 2025 17:46:00 +0900"
268,"AI 글로벌 대전환, “정부·산업계·학계 ‘원팀코리아’로 돌파해야”",https://kidd.co.kr/news/240885,https://kidd.co.kr/news/240885,그는 “기업·행정·교육·국방·의료 등의 분야에서 AI를 어떻게 응용하느냐가 키워드”라며 분야별(수직형) <b>LLM</b>과 국가별(Sovereign) <b>LLM</b>이 주목받고 있다고 전했다. 황승진 교수는 “AI를 다룰 줄 아는 사람을 양성하고... ,"Tue, 18 Mar 2025 17:46:00 +0900"
269,"&quot;한국 AI 기술, 美의 27% 수준… 분야별 <b>LLM</b> 키우고 인재 발굴해야&quot; [AI 패...",http://www.fnnews.com/news/202503181743406750,https://n.news.naver.com/mnews/article/014/0005322794?sid=105,&quot;<b>LLM</b>(거대언어모델)은 이미 많이 나와 있으니 우리가 나아가야 할 건 사람을 양성하고 연구하는 데 도움을... 먼저 황 교수는 &quot;<b>LLM</b> 등장은 인류 역사상 충격적인 사건&quot;이라고 운을 뗀 뒤 &quot;토토이즈 AI 국가별 지표에 따르면... ,"Tue, 18 Mar 2025 17:43:00 +0900"
270,"와이즈넛, AI 세미나 '와이즈 엣지' 개최…AI 에이전트 기술 첫 선",https://zdnet.co.kr/view/?no=20250318174209,https://n.news.naver.com/mnews/article/092/0002367135?sid=105,"이어 B2B 맞춤형 AI 에이전트 구현을 위해서 중요한 것은 <b>LLM</b>만이 아니라, 도메인 날리지, RAG와 같은 핵심... 핵심 지능(Core Intelligence)은 자체 개발한 WISE <b>LLM</b>과 최신 검색 기반 생성(RAG) 기술로 구성되어 있다. 내... ","Tue, 18 Mar 2025 17:43:00 +0900"
271,"신한은행, 디지털 혁신 선도…전체 업무 영역서 DT 가속",http://www.hansbiz.co.kr/news/articleView.html?idxno=738901,http://www.hansbiz.co.kr/news/articleView.html?idxno=738901,대형언어모델(<b>LLM</b>:Large Language Model)을 개발해 관련 금융 서비스를 내놓았다. 또한 다양한 외부 파트너와의... 먼저 자체 대형언어모델(<b>LLM</b>) 등 다양한 자연어처리(NLP) 기술을 활용해 대화형 인터페이스를 제공함으로써... ,"Tue, 18 Mar 2025 17:42:00 +0900"
272,"&quot;모빌리티와 AI 융합, 결국 데이터 싸움⋯인프라 구축 급선무&quot;",http://www.inews24.com/view/1824473,https://n.news.naver.com/mnews/article/031/0000917025?sid=101,대규모언어모델(<b>LLM</b>)을 키워내야 한다&quot;고 말했다. AI 사용자라고 해도 전체 도시를 관제하는 입장에서 바라봐야 한다는 것이다. 김 원장은 그러면서 가상과 실제를 데이터를 통해 엮을 수 있는 '디지털 트윈'의 구축을... ,"Tue, 18 Mar 2025 17:42:00 +0900"
273,"SKT, 에이닷에 구글 ‘제미나이’ 추가",https://idsn.co.kr/news/view/1065600206867164,https://idsn.co.kr/news/view/1065600206867164,"자체 <b>LLM</b> 제미나이 최신 모델인 제미나이 2.0 플래시를 추가하는 등 기능을 대폭 강화했다. 이번 에이닷의 AI 모델 확대 제공을 통해 이용자들은 국내 대표 <b>LLM</b>인 SKT의 ‘A.X’와 ‘GPT’, ‘클로드’... ","Tue, 18 Mar 2025 17:42:00 +0900"
274,"SK텔레콤, 에이닷에 구글 '제미니' 최신 버전 추가",https://sports.chosun.com/life/2025-03-18/202503180100118560017714,https://n.news.naver.com/mnews/article/076/0004255637?sid=101,"자체 <b>LLM</b> '제미나이(Gemini)' 최신 모델인 '제미나이 2.0 플래시(Flash)'를 추가했다고 18일 밝혔다. SK텔레콤에 따르면 에이닷의 AI 모델 확대 제공을 통해 이용자들은 국내 대표 <b>LLM</b>인 SKT의 'A.X'와 'GPT', '클로드... ","Tue, 18 Mar 2025 17:37:00 +0900"
275,"SK쉴더스, AI 보안 위협 대응 위한 ‘<b>LLM</b> 애플리케이션 취약점 진단 가이...",http://www.fnnews.com/news/202503181723507836,https://n.news.naver.com/mnews/article/014/0005322757?sid=105,SK쉴더스가 AI 보안 위협에 선제적으로 대응하기 위해 ‘<b>LLM</b>(거대언어모델) 애플리케이션 취약점 진단 가이드’를 발간했다. <b>LLM</b> 기반 애플리케이션은 자연어 처리와 생성에 특화된 대규모 언어 모델을 활용하며... ,"Tue, 18 Mar 2025 17:29:00 +0900"
276,"SK쉴더스, 업계 최초 고객케어 업무에 생성형 AI 도입",http://www.segye.com/newsView/20250318516761?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004019983?sid=105,AI 어시스턴트를 내부망에서만 운용되는 프라이빗 <b>LLM</b> 환경에서 개발해 데이터 유출 가능성을 최소화했다. 문서 내 민감정보는 제거하거나 변형해 개인이 식별할 수 없도록 처리해 개인정보보호에도 힘썼다. SK쉴더스... ,"Tue, 18 Mar 2025 17:28:00 +0900"
277,와이즈넛 &quot;B2B 맞춤형 AI에이전트 선도&quot;,http://www.fnnews.com/news/202503181723188852,https://n.news.naver.com/mnews/article/014/0005322751?sid=105,"이어 기업간거래(B2B) 맞춤형 AI 에이전트 구현을 위해서 중요한 것은 대규모언어모델(<b>LLM</b>)만 아니라 도메인 날리지, 검색증강현실(RAG)와 같은 핵심 구성요소들 또한 중요하게 다뤄져야 한다고 말했다. 강 대표는... ","Tue, 18 Mar 2025 17:23:00 +0900"
278,&quot;딥시크의 5% 규모로 최고 성능&quot;…구광모 'AI 승부수' 통했다,https://www.sedaily.com/NewsView/2GQALS5JV5,https://n.news.naver.com/mnews/article/011/0004462737?sid=101,기존 대규모언어모델(<b>LLM</b>)은 학습과 추론에 막대한 규모의 그래픽처리장치(GPU)와 전력이 필요해 천문학적인 비용이 뒤따랐다. 이에 구조를 최적화해 자원과 메모리 사용량을 줄인 경량화 대규모언어모델(sLLM)이 AI... ,"Tue, 18 Mar 2025 17:22:00 +0900"
279,"에이닷, 제미나이2.0 등 AI 대폭 업뎃",http://www.fnnews.com/news/202503181722590732,https://n.news.naver.com/mnews/article/014/0005322747?sid=105,SK텔레콤은 인공지능(AI) 에이전트 '에이닷(A.)'에 구글 대규모언어모델(<b>LLM</b>) '제미나이' 최신 모델인... SKT는 이번 '제미나이 2.0 플래시' 모델을 시작으로 향후 고객들이 구글의 최신 <b>LLM</b>을 지속적으로 체험할 수... ,"Tue, 18 Mar 2025 17:22:00 +0900"
280,"SKT, ‘에이닷’에 최신 제미나이 추가",http://digitalchosun.dizzo.com/site/data/html_dir/2025/03/18/2025031880211.html,http://digitalchosun.dizzo.com/site/data/html_dir/2025/03/18/2025031880211.html,구아현 기자 | SK텔레콤(SKT)은 AI 에이전트 ‘에이닷(A.)’에 구글의 자체 대형언어모델(<b>LLM</b>) ‘제미나이... SKT는 이번 ‘제미나이 2.0 플래시’ 모델을 시작으로 향후 고객들이 구글의 최신 <b>LLM</b>을 지속적으로... ,"Tue, 18 Mar 2025 17:18:00 +0900"
281,[템터뷰] 국내 최대 AI 영상 플랫폼 '캐럿'이 AWS와 동반 성장 택한 이유...,https://www.techm.kr/news/articleView.html?idxno=137070,https://www.techm.kr/news/articleView.html?idxno=137070,베드록은 대규모 언어 모델(<b>LLM</b>)과 AI 기능을 쉽게 통합하고 활용할 수 있는 생성형 AI 서비스 플랫폼이다. AWS와의 협업을 강화해 추가적인 성장의 기틀로 삼겠다는 계획이다. 이날 인터뷰 현장에 동석한 이한솔 패러닷... ,"Tue, 18 Mar 2025 17:08:00 +0900"
